subject_id,condition,p1_peak_uv,p1_latency_ms,n1_peak_uv,n1_latency_ms,p2p_amplitude_uv,n_epochs,window_p1_start_ms,window_p1_end_ms,window_n1_start_ms,window_n1_end_ms
02,Small_Increasing,4.100963835082662,120.0,-3.648717204942315,172.0,7.749681040024977,21,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
02,Small_Decreasing,4.785855224999168,120.0,-1.4609135646430356,172.0,6.2467687896422035,21,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
03,Small_Increasing,5.281024435571432,104.0,-6.963812250286633,148.0,12.244836685858065,21,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
03,Small_Decreasing,3.493368978925134,96.0,-4.800361075763549,188.0,8.293730054688684,22,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
04,Small_Increasing,0.7061776828002942,100.0,-1.563394966348306,212.0,2.2695726491486004,20,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
04,Small_Decreasing,0.645498778691309,124.0,-1.5297473310584542,192.0,2.175246109749763,22,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
05,Small_Increasing,1.3412582028679654,120.0,-7.223297363660337,172.0,8.564555566528302,20,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
05,Small_Decreasing,1.6506536917549461,124.0,-4.410135760788909,176.0,6.060789452543855,16,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
08,Small_Increasing,1.9148097767322054,84.0,-2.1857680444824945,144.0,4.1005778212147,19,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
08,Small_Decreasing,2.0614949578062425,124.0,-2.2735577427598184,208.0,4.335052700566061,19,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
09,Small_Increasing,3.2994456864753383,104.0,-5.998144321393851,168.0,9.29759000786919,17,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
09,Small_Decreasing,3.332358350825601,100.0,-6.900289538990555,168.0,10.232647889816157,14,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
10,Small_Increasing,0.6570263611176993,84.0,-4.296293572057118,164.0,4.953319933174817,19,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
10,Small_Decreasing,2.1682857110243208,84.0,-5.910985217842069,168.0,8.07927092886639,20,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
11,Small_Increasing,0.19561900792563067,116.0,-8.272147129115275,200.0,8.467766137040906,16,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
11,Small_Decreasing,-0.9087067841094294,116.0,-9.672727633898925,200.0,8.764020849789496,15,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
12,Small_Increasing,1.1795406812688893,124.0,-5.7515616084582355,188.0,6.931102289727125,16,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
12,Small_Decreasing,1.7517695710096115,116.0,-5.699304406363497,188.0,7.451073977373109,19,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
13,Small_Increasing,2.1899516602147027,124.0,-4.494463722162912,208.0,6.684415382377615,22,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
13,Small_Decreasing,3.2115961071040915,124.0,-3.6637395653114893,212.0,6.875335672415581,19,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
14,Small_Increasing,0.7313517904846435,124.0,-3.765858273169061,160.0,4.4972100636537045,21,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
14,Small_Decreasing,0.4692690042990044,124.0,-1.8055246199610653,196.0,2.2747936242600697,21,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
15,Small_Increasing,0.31695775042097357,112.0,-5.0267281278631,172.0,5.343685878284074,22,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
15,Small_Decreasing,0.5276554064898789,108.0,-3.191042544084093,180.0,3.7186979505739717,18,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
17,Small_Increasing,3.9753459412196954,116.0,-3.6087945263281265,176.0,7.584140467547822,15,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
17,Small_Decreasing,8.303847825537854,116.0,-2.3854619315915357,168.0,10.68930975712939,17,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
21,Small_Increasing,3.4867529528393457,96.0,-5.597646769332512,160.0,9.084399722171858,15,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
21,Small_Decreasing,2.3100391835431466,104.0,-5.983815386048854,184.0,8.293854569592,20,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
22,Small_Increasing,-1.1198035413878997,84.0,-5.5151043838754665,144.0,4.395300842487567,17,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
22,Small_Decreasing,0.4506800228840901,116.0,-1.8561700331276045,172.0,2.3068500560116947,19,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
23,Small_Increasing,0.8245222063374016,84.0,-9.132012075890792,172.0,9.956534282228194,19,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
23,Small_Decreasing,0.7424476055463629,120.0,-9.3584816223559,172.0,10.100929227902263,19,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
25,Small_Increasing,-0.361072135130556,84.0,-10.585939896516878,144.0,10.224867761386323,19,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
25,Small_Decreasing,2.4613942991580657,104.0,-5.345383716719844,156.0,7.80677801587791,16,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
26,Small_Increasing,0.39132704949836905,96.0,-5.69599042914338,172.0,6.087317478641749,18,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
26,Small_Decreasing,0.8323950713415081,96.0,-5.166688027679317,176.0,5.999083099020825,21,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
27,Small_Increasing,-0.11503701239975253,84.0,-2.525813132079198,180.0,2.4107761196794457,22,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
27,Small_Decreasing,1.1789575090085045,124.0,-0.7908303165102146,184.0,1.9697878255187191,23,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
28,Small_Increasing,2.1343309548333522,108.0,-4.749152808608592,160.0,6.883483763441944,19,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
28,Small_Decreasing,2.382592451567666,116.0,-2.753694357572992,180.0,5.136286809140659,17,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
29,Small_Increasing,1.1905281339207099,96.0,-5.073191789711667,144.0,6.263719923632377,17,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
29,Small_Decreasing,1.799090454719398,124.0,-2.349274585654832,180.0,4.14836504037423,23,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
31,Small_Increasing,0.8549639135276046,104.0,-4.413737092594,208.0,5.268701006121605,19,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
31,Small_Decreasing,1.8423254742553745,116.0,-2.733634767573405,184.0,4.5759602418287795,20,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
32,Small_Increasing,0.31432884086770135,96.0,-5.616104410525123,160.0,5.930433251392825,17,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
32,Small_Decreasing,0.9340747626539068,116.0,-2.936309939150113,172.0,3.87038470180402,21,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
33,Small_Increasing,2.044309385684354,96.0,-4.940388988894422,152.0,6.984698374578776,22,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
33,Small_Decreasing,3.054452766899219,104.0,-2.4367590415871656,172.0,5.491211808486385,17,83.93068898105489,125.04367464419565,141.44668271254648,214.50049615054394
